,nm_class,samples,NiSi,SNV,indel,SVMEI,Normal,fold
1595,Ovary-AdenoCA,0d0793c1-df1b-4db1-ba36-adcb960cc0f5.csv,10830,257,939,1392,9,10
1597,Ovary-AdenoCA,123c9d1c-72ba-4d82-8e57-d5caa52a40ba.csv,7261,86,390,364,5,2
1598,Ovary-AdenoCA,127b0f7d-d24e-48b7-ac25-d3f14a43952d.csv,5254,99,482,2172,2,3
1599,Ovary-AdenoCA,12874085-a596-41ae-b4cd-817cb1ebb278.csv,8524,119,617,791,1,4
1600,Ovary-AdenoCA,1292e13b-d7c6-447b-a227-9a8113215580.csv,13842,291,1418,1236,26,5
1601,Ovary-AdenoCA,129de5b2-d9b0-4762-9ef8-72d98231fb50.csv,5617,73,365,489,3,6
1602,Ovary-AdenoCA,14ed7388-41ed-43d4-afb2-04cd6410d5d2.csv,4235,33,373,864,0,7
1603,Ovary-AdenoCA,1659bae5-3140-4d05-891c-81b48277b2fc.csv,5024,64,233,1094,1,8
1604,Ovary-AdenoCA,16df7888-2480-4394-8856-d57a6ef371d2.csv,5063,46,268,652,0,9
1605,Ovary-AdenoCA,17ed8831-a261-42d9-8ff3-cf75a6cb2a24.csv,5517,52,184,680,0,10
1607,Ovary-AdenoCA,1dc9e7fd-fc62-4b32-9619-4e02a266a385.csv,19067,323,1148,1154,8,2
1608,Ovary-AdenoCA,25f73b03-4ba8-47ba-ad80-6ccb82105c98.csv,12155,145,494,654,1,3
1609,Ovary-AdenoCA,2a8d63eb-0174-4213-9214-413f391f512c.csv,12205,126,607,1342,0,4
1610,Ovary-AdenoCA,2b40a733-7a63-4bb8-a953-95a4ee28f962.csv,7399,155,513,788,1,5
1611,Ovary-AdenoCA,2b4feb84-89e4-4c38-8561-5ffab02c8132.csv,5887,113,529,1021,5,6
1612,Ovary-AdenoCA,2c9dc04b-e9ec-4cf1-ab2c-a18edb30dd37.csv,7167,128,525,946,5,7
1613,Ovary-AdenoCA,2f2eaecc-6509-423f-b63a-8c3bea1ba4a4.csv,7473,97,374,276,2,8
1614,Ovary-AdenoCA,33ea81f2-db2c-4567-bd7b-4cb9aadfef88.csv,11436,303,997,2745,9,9
1615,Ovary-AdenoCA,35ceba07-0759-4fbe-b076-af821a528cf0.csv,11914,172,1119,818,7,10
1617,Ovary-AdenoCA,3a5eaed6-fcfd-437a-b61c-fd3725c64717.csv,8551,110,570,616,0,2
1618,Ovary-AdenoCA,3a6bce45-0431-49d8-82df-b1d9a738e5a6.csv,5159,44,387,688,0,3
1619,Ovary-AdenoCA,3c2b1509-1eb9-4b79-9569-57810f291499.csv,6632,55,536,676,2,4
1620,Ovary-AdenoCA,42465bbd-289b-4e96-98fe-76809c5e1520.csv,7041,171,478,1240,3,5
1621,Ovary-AdenoCA,42af8f74-fd4b-486d-bc11-db53cc471d62.csv,11579,277,1240,1047,24,6
1622,Ovary-AdenoCA,44eebc04-c027-45ae-beca-c4012b494f29.csv,6596,83,373,1538,0,7
1623,Ovary-AdenoCA,4679f37a-4f09-449b-a1d8-1f02847996da.csv,6813,110,710,947,2,8
1624,Ovary-AdenoCA,46f19b5c-3eba-4b23-a1ab-9748090ca4e5.csv,9413,298,1089,767,18,9
1625,Ovary-AdenoCA,4e913899-eeb8-4630-ba9d-41a81ced8069.csv,5546,38,260,664,5,10
1627,Ovary-AdenoCA,51b25b37-f75c-4380-a0f6-5273e0b7ee33.csv,7650,178,512,840,3,2
1628,Ovary-AdenoCA,53bcbb68-addd-47fc-9910-cd1d3f38197d.csv,8082,107,306,840,0,3
1629,Ovary-AdenoCA,5533240d-8fed-440d-b781-6092785a77ce.csv,3113,26,191,312,2,4
1630,Ovary-AdenoCA,58faf969-bf37-4180-8807-2f44f2cc8eda.csv,7160,202,819,974,12,5
1631,Ovary-AdenoCA,5b560f4c-d2a3-43fa-b394-abef78bdefc1.csv,5040,56,334,417,0,6
1632,Ovary-AdenoCA,5cc7c966-499e-49e3-b509-4eeb00ee03d4.csv,6488,108,749,1188,6,7
1633,Ovary-AdenoCA,5d922e48-aa70-454d-9417-c9af686feebc.csv,2886,28,208,308,0,8
1634,Ovary-AdenoCA,669f0e01-28f6-4ed8-bdb5-73f84ea28f78.csv,8961,199,581,1188,6,9
1635,Ovary-AdenoCA,6797443c-eb4a-4654-b957-c0056e5a4206.csv,4514,74,414,644,7,10
1637,Ovary-AdenoCA,6c31d730-1734-44ac-92b3-760981528723.csv,7207,35,420,835,2,2
1638,Ovary-AdenoCA,6ce42746-88aa-485f-a1c4-1759aad95914.csv,5453,42,250,431,0,3
1639,Ovary-AdenoCA,6f981023-4269-4e8e-a4ab-2c92bb27273c.csv,9064,183,642,972,3,4
1640,Ovary-AdenoCA,6fffe0cf-bb38-4e77-88ab-a256bd7fbbce.csv,15964,390,891,1518,2,5
1641,Ovary-AdenoCA,745b8756-0eab-423f-8cde-e0ff1aaa6596.csv,7440,104,288,441,3,6
1642,Ovary-AdenoCA,7a921087-8e62-4a93-a757-fd8cdbe1eb8f.csv,12932,219,1480,1313,29,7
1643,Ovary-AdenoCA,7fdd07a4-4a27-40c3-af92-a0074e6391f5.csv,4098,37,249,172,0,8
1644,Ovary-AdenoCA,8093649a-74d6-4832-9154-8cc0182fa381.csv,8994,93,533,1106,1,9
1645,Ovary-AdenoCA,80f02aec-c07a-4bcb-b547-e60f8c33a7b1.csv,5387,127,573,956,1,10
1647,Ovary-AdenoCA,8658f4f5-9a50-4195-8ea3-227951977647.csv,5907,110,401,694,1,2
1648,Ovary-AdenoCA,86f23897-dba0-4e89-8381-d174eaa6fcc1.csv,10009,110,504,1832,0,3
1649,Ovary-AdenoCA,8888e808-594b-4c76-b2e4-62aa56736f7c.csv,14529,427,954,1712,6,4
1650,Ovary-AdenoCA,89dad92e-5b3f-479a-a6da-a94ee7df7f8a.csv,4400,34,263,1651,3,5
1651,Ovary-AdenoCA,8a69f3ca-4e17-4daa-8722-a36316e345ba.csv,6003,117,508,1212,1,6
1652,Ovary-AdenoCA,8b28f6d2-4b7d-493b-826e-b119a4fb0cb4.csv,13856,197,751,1937,4,7
1653,Ovary-AdenoCA,9020b6a5-8325-4b0d-84d9-04371c857910.csv,5907,42,525,834,0,8
1654,Ovary-AdenoCA,941fcb56-e059-403d-aab1-0692a3ecc45e.csv,7069,95,329,1018,2,9
1655,Ovary-AdenoCA,95fc38ac-2b36-4c46-abbf-8d2d52ff9626.csv,4057,36,259,452,0,10
1657,Ovary-AdenoCA,9aecfc8f-62ea-4acf-aa00-d1f0fe6c6556.csv,1946,19,110,205,0,2
1658,Ovary-AdenoCA,9e6806c4-d331-4025-abee-2f576e3bf182.csv,19429,528,1974,1080,23,3
1659,Ovary-AdenoCA,a0bbb3b1-e774-4c75-9301-ba43fb803f20.csv,10065,202,649,698,3,4
1660,Ovary-AdenoCA,a1fc7064-abf5-477d-983e-576a784e1d40.csv,6732,75,448,395,0,5
1661,Ovary-AdenoCA,a3135834-3af0-4e98-bc6f-ad8ddf33db80.csv,17004,300,1433,1629,3,6
1662,Ovary-AdenoCA,a330a96e-9897-4605-b5f1-5b5ef45cd365.csv,7155,126,407,484,0,7
1663,Ovary-AdenoCA,acd510de-b732-4a1a-8b72-6d22e763540b.csv,13778,197,562,1189,1,8
1664,Ovary-AdenoCA,ae82fead-2671-4335-a342-67bb69935ad9.csv,6961,52,338,581,0,9
1665,Ovary-AdenoCA,b243adb4-b3e7-4e0e-bc0d-625aa8dbb1be.csv,4207,53,246,1440,0,10
1667,Ovary-AdenoCA,b97941dd-9844-4db2-9e25-42c725f47d70.csv,2150,20,210,380,0,2
1668,Ovary-AdenoCA,bbb2cf2f-8f32-43d4-846c-d1020e6329ec.csv,6410,55,415,710,2,3
1669,Ovary-AdenoCA,bbe59385-5f83-43f6-a485-517c860bef6f.csv,40618,143,20901,681,12,4
1670,Ovary-AdenoCA,bc9b66f5-fcb8-4545-ab2d-438bb810edc0.csv,10085,484,747,1299,11,5
1671,Ovary-AdenoCA,bff518fb-6da7-4dfc-ae4c-bd3f641028e2.csv,14385,320,1321,2660,13,6
1672,Ovary-AdenoCA,c2ec7f57-8510-4bbf-a2e9-dbd9ce8dcad1.csv,7231,204,984,777,12,7
1673,Ovary-AdenoCA,c691d6b3-8e70-4951-8551-2ee4e4d0d10b.csv,5431,42,274,497,0,8
1674,Ovary-AdenoCA,c767254e-b289-4904-a80f-050cf01ff8ba.csv,17059,288,1487,2429,8,9
1675,Ovary-AdenoCA,c9959f68-c385-4c1f-9188-8203844d288e.csv,12016,207,1009,956,13,10
1677,Ovary-AdenoCA,cf6c7066-6611-43ec-aef1-295a976cce5b.csv,13275,282,1193,1075,18,2
1678,Ovary-AdenoCA,d2e4dc23-992d-4e44-add4-2972718083cb.csv,6448,137,436,996,6,3
1679,Ovary-AdenoCA,d392ded3-afc8-4c79-b278-40245f18f2f8.csv,3731,40,166,506,0,4
1680,Ovary-AdenoCA,d4bf6034-aeae-48a6-907b-10e2cc904015.csv,14968,286,906,1663,1,5
1681,Ovary-AdenoCA,d67cad13-e849-48b0-926c-10b6046ba0b9.csv,9467,106,603,1272,2,6
1682,Ovary-AdenoCA,d8c2b4b2-e12b-43d2-bafc-87b29f027797.csv,19229,484,2089,3175,29,7
1683,Ovary-AdenoCA,d9e66fc5-9018-4568-b388-c5eb756f7823.csv,7267,152,603,0,4,8
1684,Ovary-AdenoCA,da43386c-47f8-4e03-b6ca-8b94e13792e7.csv,13143,359,1125,2169,5,9
1685,Ovary-AdenoCA,dbbd54db-4470-4df6-b5be-3e175c7133b0.csv,8644,203,885,724,25,10
1687,Ovary-AdenoCA,e45f3391-2e74-4767-817a-280cebac7c57.csv,5945,58,347,1642,1,2
1688,Ovary-AdenoCA,e4aaca83-3ae9-47f6-a975-c144767ad705.csv,18260,134,538,1460,5,3
1689,Ovary-AdenoCA,e6f7344b-951f-4f3f-b140-7bf53164c462.csv,4885,30,408,811,2,4
1690,Ovary-AdenoCA,e84debc4-b47d-48ed-a0d0-2859f0ebf987.csv,6626,126,441,648,2,5
1691,Ovary-AdenoCA,e9d98643-01ee-40c3-a617-e004559625cd.csv,3250,25,214,386,2,6
1692,Ovary-AdenoCA,efbec43c-0c16-4006-abe8-c3ec2ec42c05.csv,6640,165,609,586,11,7
1693,Ovary-AdenoCA,efec3225-de07-4559-9a90-95223495cc61.csv,6403,103,687,1249,0,8
1694,Ovary-AdenoCA,f1504811-8363-41e6-b43c-62452b1262d3.csv,8356,122,377,1022,0,9
1695,Ovary-AdenoCA,f26b1f44-12de-43ba-85bb-bc61741a5a88.csv,10172,238,727,1985,4,10
1697,Ovary-AdenoCA,f6c811ff-f22e-490b-9b23-b527d20e6e6d.csv,6426,148,413,891,5,2
1698,Ovary-AdenoCA,f858d813-f3c5-4ad9-8c20-9f231d6624d8.csv,13966,206,891,2354,1,3
1699,Ovary-AdenoCA,f988e698-9b34-45ce-ba4c-74e06e9cae4a.csv,6817,118,568,880,6,4
1700,Ovary-AdenoCA,fea5827b-251d-474b-8713-fc76db995fe7.csv,7869,159,775,1316,14,5
1701,Ovary-AdenoCA,ff3fe4a3-7d19-4d4d-81b6-aaa41ba5bf39.csv,9580,175,581,1132,2,6
1702,Panc-AdenoCA,01b0848c-ae36-4ade-a3da-d297b003c99f.csv,32467,519,2340,1532,9,7
1703,Panc-AdenoCA,02c97e2b-914e-4afc-bf50-78f0cfbfa67b.csv,3578,22,235,277,0,8
1704,Panc-AdenoCA,02e5c36f-5bec-45e2-a048-875653b85ca1.csv,5119,37,575,304,0,9
1705,Panc-AdenoCA,03c3c692-8a86-4843-85ae-e045f0fa6f88.csv,17566,145,1500,1048,5,10
1707,Panc-AdenoCA,05070acd-3ec1-44bb-9c32-26d3a483a72a.csv,4464,22,540,228,0,2
1708,Panc-AdenoCA,0554ffe5-31f7-43f5-8372-2b73c9cf3527.csv,5119,24,559,28,0,3
1709,Panc-AdenoCA,079bcb09-a075-4313-9a3e-dd67734a8c5d.csv,8095,46,882,234,1,4
1710,Panc-AdenoCA,0972bfcf-c6c6-48cc-b820-cdfa6279a4f3.csv,8317,69,614,828,3,5
1711,Panc-AdenoCA,09cb8bc5-13ac-44ac-9b7d-6de143373570.csv,7763,27,711,425,0,6
1712,Panc-AdenoCA,09e1fe3e-bfd8-4175-ac42-0e1bf0ba5523.csv,6110,18,809,608,2,7
1713,Panc-AdenoCA,0b29c893-03bf-4131-b192-c14a2788d411.csv,19292,168,1428,100,15,8
1714,Panc-AdenoCA,0cf9bbc2-cbd5-4b64-8d90-cfa416307b39.csv,10832,56,644,460,0,9
1715,Panc-AdenoCA,0efee3f3-313b-44eb-b3b0-af975a1ded82.csv,5060,55,362,252,0,10
1717,Panc-AdenoCA,0fc63b79-7fff-441d-88fc-922d53c787ab.csv,5120,53,303,385,0,2
1718,Panc-AdenoCA,1168944c-5451-4a18-8758-88bf5723bdd9.csv,10785,193,1158,372,13,3
1719,Panc-AdenoCA,129459c1-38be-45da-bb87-18848c97c544.csv,7563,70,572,620,2,4
1720,Panc-AdenoCA,12f038e1-00af-4c64-a2e0-9e63323492ef.csv,9076,99,638,802,3,5
1721,Panc-AdenoCA,1327bbd4-a466-4e26-905f-cf91315f1cc8.csv,4872,24,385,340,2,6
1722,Panc-AdenoCA,1447c8cb-25d4-4092-8919-4df08f898d2d.csv,3824,24,628,93,0,7
1723,Panc-AdenoCA,170ad241-9e24-469b-b7ca-3fd783a89b21.csv,7177,45,763,667,3,8
1724,Panc-AdenoCA,1776f326-b12f-4355-8107-80fa6fcd2159.csv,3930,34,308,108,1,9
1725,Panc-AdenoCA,183b04f5-107f-496c-8e9a-8263dd00cffa.csv,12410,86,1474,333,2,10
1727,Panc-AdenoCA,1a841850-fca0-48ab-8c78-db0bd5a64435.csv,9358,62,1303,318,0,2
1728,Panc-AdenoCA,1ac54c6e-a1e4-4f3b-b4a5-cdb327e0dca6.csv,3342,15,542,275,0,3
1729,Panc-AdenoCA,1b0fe1d5-b286-4f49-ae92-94d9c6db9657.csv,4128,24,580,150,0,4
1730,Panc-AdenoCA,1c28e44a-6e6c-44ed-b58a-e3262c0e6759.csv,4171,24,454,450,2,5
1731,Panc-AdenoCA,1c9fbe26-1447-4335-aaab-06d6bb3e2741.csv,4357,28,321,238,0,6
1732,Panc-AdenoCA,1e181878-c640-4e91-a620-3fc4b08a4de1.csv,6512,113,852,468,14,7
1733,Panc-AdenoCA,1f81a1b0-8089-44ef-87b5-b3359a407ad2.csv,3224,20,208,520,2,8
1734,Panc-AdenoCA,20d1b88b-3ff6-4201-a748-6a993500c652.csv,2284,14,218,80,0,9
1735,Panc-AdenoCA,2102558b-87b0-447b-bb9a-e4ae9df8b75e.csv,6391,50,844,292,0,10
1737,Panc-AdenoCA,228fb827-c05e-494c-8a21-e1d925e100cb.csv,5053,28,659,256,2,2
1738,Panc-AdenoCA,230f53ef-be3f-495e-9b95-b0f670bd6908.csv,1038,4,54,28,0,3
1739,Panc-AdenoCA,241abdfd-e6de-4830-a233-4bbc5f622725.csv,10943,60,858,376,1,4
1740,Panc-AdenoCA,2564a262-03e8-467b-9ea2-f3ab38d75ae1.csv,5975,52,1085,421,0,5
1741,Panc-AdenoCA,25c32aca-6738-43ef-a103-243f2f9a3b43.csv,4969,55,340,560,0,6
1742,Panc-AdenoCA,25cf7449-8c5b-403e-aa75-e2af158598e8.csv,4689,48,383,508,0,7
1743,Panc-AdenoCA,28f41a20-b6d6-4ecc-888f-72f779ad9af7.csv,5257,61,511,338,0,8
1744,Panc-AdenoCA,29a00d78-b9bb-4c6b-b142-d5b8bfa63455.csv,4046,34,533,392,0,9
1745,Panc-AdenoCA,2b3837b3-ee29-4a08-848e-1206404da986.csv,4901,31,437,400,1,10
1747,Panc-AdenoCA,2bd9ccca-3fae-4b66-a762-6f30d6276222.csv,4957,26,796,288,1,2
1748,Panc-AdenoCA,2bf5b018-9f19-4fbd-9e1f-7d958aabe5d1.csv,15881,264,581,2201,5,3
1749,Panc-AdenoCA,2c48eefe-2a08-47bf-8e4d-cbaab6777150.csv,2653,10,243,781,2,4
1750,Panc-AdenoCA,2e43e0ca-54ea-482e-acf2-0048d9187a5c.csv,6662,58,554,353,0,5
1751,Panc-AdenoCA,2fdfb06c-0d2f-4e1d-9756-bcb08a7f90af.csv,4068,30,397,949,0,6
1752,Panc-AdenoCA,31c75873-abb4-4d88-9e2f-07497a6c892d.csv,11504,96,917,1040,1,7
1753,Panc-AdenoCA,32fa6457-c8bd-4d26-8106-925baf13df68.csv,4885,23,788,646,0,8
1754,Panc-AdenoCA,33061bf5-9b99-4735-a810-f2d5eeef6873.csv,3204,14,373,140,0,9
1755,Panc-AdenoCA,33070975-0f35-4518-9ffb-4c6170c32534.csv,5245,44,461,112,2,10
1757,Panc-AdenoCA,368e592d-260c-4f58-81c4-a9f1e6177a4b.csv,7166,40,508,24,1,2
1758,Panc-AdenoCA,3933c60d-73d6-4f74-ae02-fd545fc1f092.csv,6943,78,519,952,2,3
1759,Panc-AdenoCA,39c6c3b3-4683-4d11-984c-ed589188da65.csv,8540,83,1221,735,1,4
1760,Panc-AdenoCA,39d38c06-3779-4ca4-b103-1d096f93dae8.csv,4065,22,483,244,2,5
1761,Panc-AdenoCA,3b526846-72d6-4e10-b7cd-8cdb45a92a1c.csv,9328,178,1370,529,8,6
1762,Panc-AdenoCA,3bfbc33d-804b-4bb3-97ac-97563d77b13d.csv,4739,24,574,316,0,7
1763,Panc-AdenoCA,3c86ba21-7b11-4ec7-9d20-a2325197c676.csv,10105,49,389,348,2,8
1764,Panc-AdenoCA,3e4d0e50-8cf4-4eb0-a00a-ccf0484ecc2f.csv,2636,12,373,498,0,9
1765,Panc-AdenoCA,3ed783cf-2248-44a1-a2a2-d6b6519b91ef.csv,9745,167,574,300,4,10
1767,Panc-AdenoCA,3fba4880-cb7b-4ac5-ab5f-728614faa1ea.csv,5871,28,794,128,1,2
1768,Panc-AdenoCA,40378b7a-a65d-4510-aaba-a34c4058fac7.csv,6797,77,739,329,0,3
1769,Panc-AdenoCA,42f00950-09c9-461a-8423-d5b04a96af10.csv,5644,41,443,833,1,4
1770,Panc-AdenoCA,441d2f21-b448-4fc8-8c54-9b85aca56237.csv,5621,18,604,404,0,5
1771,Panc-AdenoCA,4652ae03-b096-42d0-bdfa-3f6281d4f023.csv,9888,87,795,364,1,6
1772,Panc-AdenoCA,46e166fe-3b20-49ad-98db-42c854c61c93.csv,3803,24,453,188,2,7
1773,Panc-AdenoCA,4a4e0397-8702-46ef-aaa8-3980f03a40bf.csv,281,2,18,0,0,8
1774,Panc-AdenoCA,4a88981e-e409-440f-9bf0-71ca1bab8b4e.csv,4206,12,592,48,0,9
1775,Panc-AdenoCA,4aa7eabc-0419-4897-b7af-5dcccfd6ac2f.csv,14171,212,1172,2196,10,10
1777,Panc-AdenoCA,4c4aa1b1-fda3-4c5b-b588-68aa727500ad.csv,5990,48,709,96,0,2
1778,Panc-AdenoCA,4cbe411b-b05e-46bd-bea8-126289a0866c.csv,4612,36,656,448,0,3
1779,Panc-AdenoCA,4db9e471-0068-4ec6-9bcb-33ef5fdec33e.csv,4622,30,486,148,0,4
1780,Panc-AdenoCA,51458c86-0fdd-470e-b059-1ffbffc92a7f.csv,5819,38,403,294,2,5
1781,Panc-AdenoCA,5187e77d-f412-4303-8049-11d1aa1a0235.csv,14934,410,1875,664,13,6
1782,Panc-AdenoCA,5255d645-d3d2-422e-8449-046cd21f4935.csv,19260,84,491,1295,0,7
1783,Panc-AdenoCA,52f43b72-15ea-40a0-a3b4-4bf22bc0bf25.csv,3734,22,386,112,0,8
1784,Panc-AdenoCA,53534b3c-cd15-4d68-a9b1-6902bb234c45.csv,11093,198,2102,955,19,9
1785,Panc-AdenoCA,536dedba-46c4-4a21-b112-13c030b13069.csv,95745,105,7749,2,1,10
1787,Panc-AdenoCA,54195db3-94a9-4538-8bb8-9953d936acd4.csv,11735,315,1529,1449,6,2
1788,Panc-AdenoCA,541f91bd-7e9d-4348-9e78-45b948d8967e.csv,8707,92,742,155,0,3
1789,Panc-AdenoCA,5650dc4e-8bce-4716-9199-cd5750d7a888.csv,3906,30,377,220,0,4
1790,Panc-AdenoCA,569ff1b4-de87-4309-8484-80549aaf9485.csv,1944,14,94,68,0,5
1791,Panc-AdenoCA,5b41e033-6df8-411e-a13b-59eeb8afbf9b.csv,6804,36,839,274,2,6
1792,Panc-AdenoCA,5d9ff58c-5702-48fc-a66a-d1276327fd49.csv,14828,145,1116,617,5,7
1793,Panc-AdenoCA,5f94cb62-4019-47ff-bf6a-eeda8e9e033c.csv,4186,18,527,312,0,8
1794,Panc-AdenoCA,60aff7a0-4960-4ed1-922b-3233ccbfdba1.csv,4385,18,426,398,0,9
1795,Panc-AdenoCA,60c33e32-7e19-4e71-b075-a63fcf27e660.csv,3878,34,463,288,3,10
1797,Panc-AdenoCA,6297aa77-37a0-4f46-987b-32bd8653c0c2.csv,4384,12,530,64,0,2
1798,Panc-AdenoCA,631ab9d0-5400-400c-b0bc-c3e576bcfe06.csv,3195,24,399,172,2,3
1799,Panc-AdenoCA,644c669b-937b-4adc-81b9-6a1811cba9da.csv,3295,16,478,86,1,4
1800,Panc-AdenoCA,654dba9f-cfe5-4121-97c7-868613cdef53.csv,5925,54,420,208,0,5
1801,Panc-AdenoCA,65d2dbc3-a163-4696-b246-47a430e66572.csv,7640,48,920,316,2,6
1802,Panc-AdenoCA,66290cc6-1f1f-4a0b-83d1-423952da4840.csv,3949,26,258,120,0,7
1803,Panc-AdenoCA,6867811f-ac89-47da-b5dc-1270033c36e7.csv,3692,34,500,300,3,8
1804,Panc-AdenoCA,68ba1105-569a-4209-9b45-0e2d64931806.csv,4983,39,713,141,0,9
1805,Panc-AdenoCA,6ad44218-d34e-4126-bf56-1be2140cd3fb.csv,4471,20,506,132,0,10
1807,Panc-AdenoCA,6bdf00f6-670f-466e-87fb-e853e41f000e.csv,3206,56,378,191,1,2
1808,Panc-AdenoCA,6fc0cb07-9713-4355-8543-f85d1c5505c2.csv,13334,76,1465,551,2,3
1809,Panc-AdenoCA,70dd8453-11d3-4105-a8d0-6a755c52495d.csv,4455,35,495,256,0,4
1810,Panc-AdenoCA,71ef8379-03a0-4b81-92c9-1ba666fe4d7a.csv,4346,36,433,136,0,5
1811,Panc-AdenoCA,7266ec7b-4824-4b88-910e-e9bfb848d55f.csv,5276,46,635,298,0,6
1812,Panc-AdenoCA,72a5e569-99d4-47bc-be1b-6296a5025080.csv,6229,25,848,106,2,7
1813,Panc-AdenoCA,72f82fbd-9838-4082-b605-bc3d80226f16.csv,12569,117,1430,229,4,8
1814,Panc-AdenoCA,73058c80-607e-4b55-b112-8f8f6775d014.csv,7582,78,322,146,0,9
1815,Panc-AdenoCA,7410c00d-ed0b-48dc-a4bf-eb76ac613980.csv,8034,71,745,656,0,10
1817,Panc-AdenoCA,754d26af-f184-497c-856a-cd1ea7a5115c.csv,4993,36,296,112,2,2
1818,Panc-AdenoCA,75cd90ef-e884-4812-bbf3-5a524d95147e.csv,4825,42,412,816,0,3
1819,Panc-AdenoCA,75fac59c-3346-4c5a-bb9f-fb67fec8d13b.csv,6532,36,478,292,2,4
1820,Panc-AdenoCA,78100212-65aa-4365-8b64-4b33f77732d5.csv,9187,76,822,284,2,5
1821,Panc-AdenoCA,78103d9b-0b8a-431e-bb58-5c99fbea12e4.csv,55444,353,22004,708,23,6
1822,Panc-AdenoCA,7981bbf3-dceb-4d89-900c-555967e97921.csv,5505,25,5468,0,1,7
1823,Panc-AdenoCA,7b318282-5df4-42bc-b1e0-0e4a66ba9204.csv,2672,14,311,109,0,8
1824,Panc-AdenoCA,7c43c006-d917-4915-b304-65995b6c0d46.csv,4828,43,475,169,0,9
1825,Panc-AdenoCA,7cb71498-6ada-43c6-912b-bad4f93cf580.csv,12953,237,2471,501,24,10
1827,Panc-AdenoCA,7ccee959-1e87-4a39-b6b3-840ddcb94995.csv,9751,200,1411,300,10,2
1828,Panc-AdenoCA,7d04f401-3505-410c-8def-0348ecd8aae2.csv,5397,34,515,396,3,3
1829,Panc-AdenoCA,7d7fff91-3f69-4123-b514-140ed3d9cd66.csv,2215,33,129,60,0,4
1830,Panc-AdenoCA,7ef9fd9b-d349-4ec3-ab4d-1a1d11c0204b.csv,2827,25,292,64,3,5
1831,Panc-AdenoCA,7f42e118-aab6-438a-9e84-e7451fe12d7e.csv,5702,42,624,189,0,6
1832,Panc-AdenoCA,7f5fd36f-6e30-45ca-92a5-d8a8a8ee1bc2.csv,3834,14,537,225,2,7
1833,Panc-AdenoCA,7fcd8af9-4d73-4c97-95cc-b30b09f21bb2.csv,4049,39,264,108,0,8
1834,Panc-AdenoCA,81bc7f0c-865d-4801-a935-2ab04170df53.csv,13632,302,1755,477,20,9
1835,Panc-AdenoCA,8282283d-247a-431d-9421-0fcc52f0a897.csv,11871,200,1904,952,15,10
1837,Panc-AdenoCA,84a6ea88-eeb8-4060-a90c-e4abac013ad4.csv,9657,195,663,624,2,2
1838,Panc-AdenoCA,88bc38ba-ad1d-431e-a67e-0a5a23678386.csv,2915,24,390,208,0,3
1839,Panc-AdenoCA,88d5a8b2-daba-45ce-90bf-480fac85bf1d.csv,5535,45,539,239,0,4
1840,Panc-AdenoCA,89195d56-1ef2-41df-b200-9f18e38f574a.csv,5002,46,405,840,0,5
1841,Panc-AdenoCA,8be6b14d-286a-471b-a282-ab98bc6050c3.csv,4508,24,717,140,0,6
1842,Panc-AdenoCA,8c233a11-3b2e-4273-bbe1-b5a5f5a351d5.csv,3366,20,388,105,0,7
1843,Panc-AdenoCA,8d67c121-37d0-4fc0-a349-2c9452589d65.csv,4286,35,558,233,3,8
1844,Panc-AdenoCA,9011cf17-0783-4f9d-b355-4f0fc1a2e78b.csv,4346,42,449,368,1,9
1845,Panc-AdenoCA,9078333d-73d3-496a-9fc3-a94353b7e107.csv,3939,17,435,324,0,10
1847,Panc-AdenoCA,91b6fd6b-547a-47e4-8ecb-a6f1826ccfd3.csv,2666,14,133,456,0,2
1848,Panc-AdenoCA,92dc0e0c-842f-40de-9c39-486b491ea80a.csv,4640,25,671,791,0,3
1849,Panc-AdenoCA,94652d14-2e4d-4f4a-a4f7-8df77df788c0.csv,3018,40,525,322,0,4
1850,Panc-AdenoCA,95cc9620-7686-4805-a96c-cf8e659847c3.csv,5054,22,585,89,1,5
1851,Panc-AdenoCA,96ba50eb-3c12-41ad-ac7b-d23b2001fe44.csv,10653,80,825,754,1,6
1852,Panc-AdenoCA,96cca60e-17dc-44c3-90f7-1b57b0e08e5f.csv,4184,35,395,172,1,7
1853,Panc-AdenoCA,97c46ede-b280-4344-8dbb-e860c6472239.csv,5817,38,357,264,0,8
1854,Panc-AdenoCA,9c399826-087f-44b9-98c0-bd881646b0f4.csv,4537,45,462,210,4,9
1855,Panc-AdenoCA,9c857452-c81d-4b9e-87a8-5b41f4394f7c.csv,3408,24,266,287,0,10
1857,Panc-AdenoCA,9ebac79d-8b38-4469-837e-b834725fe6d5.csv,11975,147,661,460,0,2
1858,Panc-AdenoCA,9ffe694e-b488-489e-bdbe-0800e505eec4.csv,5012,30,887,173,1,3
1859,Panc-AdenoCA,a2238b5f-0513-487a-9b1b-7bef85ebf336.csv,4690,49,467,264,5,4
1860,Panc-AdenoCA,a3210fd0-344c-468e-8ff2-2d0869a2fb75.csv,5150,22,556,247,0,5
1861,Panc-AdenoCA,a3edc9cc-f54a-4459-a5d0-097879c811e5.csv,4315,39,602,195,0,6
1862,Panc-AdenoCA,a492a32b-bf2f-4f8c-b06e-794a4baa2fe7.csv,3450,34,385,104,4,7
1863,Panc-AdenoCA,a5346247-3f30-470a-b4ab-732180786291.csv,4633,36,614,92,0,8
