,nm_class,samples,slices,fold
5398,PCPG,TCGA-QR-A6H6-01A-11D-A35D-08,9,6
5399,PCPG,TCGA-SP-A6QC-01A-11D-A35I-08,10,6
5400,PCPG,TCGA-S7-A7WP-01A-11D-A35I-08,1,6
5401,PCPG,TCGA-WB-A81M-01A-11D-A35I-08,2,6
5402,PCPG,TCGA-WB-A80P-01A-11D-A35I-08,3,6
5403,PCPG,TCGA-QR-A70R-01A-11D-A35D-08,4,6
5404,PCPG,TCGA-WB-A81F-01A-11D-A35I-08,5,6
5406,PCPG,TCGA-WB-A814-01A-11D-A35I-08,7,6
5407,PCPG,TCGA-RW-A67Y-01A-11D-A35D-08,8,6
5408,PCPG,TCGA-PR-A5PG-01A-11D-A35D-08,9,6
5409,PCPG,TCGA-SP-A6QJ-01A-11D-A35I-08,10,6
5410,PCPG,TCGA-WB-A81G-01A-11D-A35I-08,1,6
5411,PCPG,TCGA-QT-A5XL-01A-11D-A35D-08,2,6
5412,PCPG,TCGA-QR-A6GR-01A-11D-A35D-08,3,6
5413,PCPG,TCGA-S7-A7WX-01A-11D-A35I-08,4,6
5414,PCPG,TCGA-WB-A818-01A-11D-A35I-08,5,6
5416,PCPG,TCGA-QR-A6H4-01A-11D-A35D-08,7,6
5417,PCPG,TCGA-RW-A68D-01A-11D-A35D-08,8,6
5418,PCPG,TCGA-QR-A70O-01A-11D-A35D-08,9,6
5419,PCPG,TCGA-W2-A7HA-01B-11D-A35I-08,10,6
5420,PCPG,TCGA-QR-A70V-01A-11D-A35D-08,1,6
5421,PCPG,TCGA-QT-A5XK-01A-11D-A35D-08,2,6
5422,PCPG,TCGA-P8-A6RY-01A-12D-A35D-08,3,6
5423,PCPG,TCGA-QR-A70I-01A-11D-A35D-08,4,6
5424,PCPG,TCGA-QR-A70X-01A-11D-A35D-08,5,6
5426,PCPG,TCGA-S7-A7WM-01A-12D-A35I-08,7,6
5427,PCPG,TCGA-QR-A6GU-01A-11D-A35D-08,8,6
5428,PCPG,TCGA-QT-A5XM-01A-11D-A35D-08,9,6
5429,PCPG,TCGA-RW-A68F-01A-11D-A35D-08,10,6
5430,PCPG,TCGA-WB-A81P-01A-11D-A35I-08,1,6
5431,PCPG,TCGA-SR-A6MZ-01A-11D-A35I-08,2,6
5432,PCPG,TCGA-RW-A68G-01A-11D-A35D-08,3,6
5433,PCPG,TCGA-S7-A7X0-01A-12D-A35I-08,4,6
5434,PCPG,TCGA-SR-A6MR-01A-11D-A35I-08,5,6
5436,PCPG,TCGA-PR-A5PF-01A-11D-A35D-08,7,6
5437,PCPG,TCGA-QR-A703-01A-11D-A35D-08,8,6
5438,PCPG,TCGA-P8-A5KD-01A-11D-A35D-08,9,6
5439,PCPG,TCGA-SR-A6MT-01A-11D-A35I-08,10,6
5440,PCPG,TCGA-W2-A7HB-01A-11D-A35I-08,1,6
5441,PCPG,TCGA-RX-A8JQ-01A-11D-A35D-08,2,6
5442,PCPG,TCGA-RW-A68C-01A-11D-A35D-08,3,6
5443,PCPG,TCGA-QT-A69Q-01A-11D-A35D-08,4,6
5444,PCPG,TCGA-PR-A5PH-01A-11D-A35D-08,5,6
5446,PCPG,TCGA-QR-A6H2-01A-11D-A35D-08,7,6
5447,PCPG,TCGA-WB-A81I-01A-11D-A35I-08,8,6
5448,PCPG,TCGA-RT-A6YA-01A-12D-A35D-08,9,6
5449,PCPG,TCGA-RW-A7CZ-01A-11D-A35D-08,10,6
5450,PCPG,TCGA-RW-A67X-01A-11D-A35D-08,1,6
5451,PCPG,TCGA-WB-A81S-01A-11D-A35I-08,2,6
5452,PCPG,TCGA-QR-A6GZ-01A-11D-A35D-08,3,6
5453,PCPG,TCGA-QR-A70J-01A-11D-A35D-08,4,6
5454,PCPG,TCGA-WB-A81J-01A-11D-A35I-08,5,6
5456,PCPG,TCGA-SR-A6MY-01A-11D-A35I-08,7,6
5457,PCPG,TCGA-WB-A81K-01A-11D-A35I-08,8,6
5458,PCPG,TCGA-WB-A81V-01A-11D-A35I-08,9,6
5459,PCPG,TCGA-SQ-A6I6-01A-11D-A35I-08,10,6
5460,PCPG,TCGA-S7-A7WN-01A-12D-A35I-08,1,6
5461,PCPG,TCGA-SP-A6QD-01A-12D-A35I-08,2,6
5462,PCPG,TCGA-QR-A70U-01A-11D-A35D-08,3,6
5463,PCPG,TCGA-P8-A5KC-01A-11D-A35D-08,4,6
5464,PCPG,TCGA-SP-A6QK-01A-11D-A35I-08,5,6
5466,PCPG,TCGA-W2-A7HC-01A-11D-A35I-08,7,6
5467,PCPG,TCGA-P7-A5NX-01A-11D-A35D-08,8,6
5468,PCPG,TCGA-S7-A7X2-01A-12D-A35I-08,9,6
5469,PCPG,TCGA-WB-A81D-01A-11D-A35I-08,10,6
5470,PCPG,TCGA-QR-A708-01A-11D-A35D-08,1,6
5471,PCPG,TCGA-RW-A68A-01A-11D-A35D-08,2,6
5472,PCPG,TCGA-QR-A70P-01A-11D-A35D-08,3,6
5473,PCPG,TCGA-W2-A7H7-01A-11D-A35I-08,4,6
5474,PCPG,TCGA-QT-A5XO-01A-11D-A35D-08,5,6
5476,PCPG,TCGA-QR-A707-01A-11D-A35D-08,7,6
5477,PCPG,TCGA-QR-A6H5-01A-11D-A35D-08,8,6
5478,PCPG,TCGA-W2-A7UY-01A-11D-A35I-08,9,6
5479,PCPG,TCGA-W2-A7HF-01A-11D-A35I-08,10,6
5480,PCPG,TCGA-QR-A6GY-01A-11D-A35D-08,1,6
5481,PCPG,TCGA-WB-A819-01A-11D-A35I-08,2,6
5482,PCPG,TCGA-RW-A7D0-01A-11D-A35D-08,3,6
5483,PCPG,TCGA-RW-A686-01A-11D-A35D-08,4,6
5484,PCPG,TCGA-QR-A700-01A-11D-A35D-08,5,6
5486,PCPG,TCGA-S7-A7X1-01A-11D-A35I-08,7,6
5487,PCPG,TCGA-S7-A7WQ-01A-12D-A35I-08,8,6
5488,PCPG,TCGA-RW-A8AZ-01A-11D-A35D-08,9,6
5489,PCPG,TCGA-WB-A80V-01A-12D-A35I-08,10,6
5490,PCPG,TCGA-TT-A6YP-01A-21D-A35I-08,1,6
5491,PCPG,TCGA-QR-A6GS-01A-11D-A35D-08,2,6
5492,PCPG,TCGA-QR-A7IP-01A-11D-A35D-08,3,6
5493,PCPG,TCGA-WB-A81N-01A-11D-A35I-08,4,6
5494,PCPG,TCGA-SA-A6C2-01A-11D-A35I-08,5,6
5496,PCPG,TCGA-QR-A6H1-01A-11D-A35D-08,7,6
5497,PCPG,TCGA-QR-A6H3-01A-11D-A35D-08,8,6
5498,PCPG,TCGA-WB-A81Q-01A-11D-A35I-08,9,6
5499,PCPG,TCGA-RM-A68W-01A-11D-A35D-08,10,6
5500,PCPG,TCGA-RW-A689-01A-11D-A35D-08,1,6
5501,PCPG,TCGA-S7-A7WT-01A-12D-A35I-08,2,6
5502,PCPG,TCGA-QR-A70A-01A-11D-A35D-08,3,6
5503,PCPG,TCGA-SP-A6QF-01A-12D-A35I-08,4,6
5504,PCPG,TCGA-QR-A6GX-01A-11D-A35D-08,5,6
5506,PCPG,TCGA-WB-A80Y-01A-11D-A35I-08,7,6
5507,PCPG,TCGA-WB-A80Q-01A-11D-A35I-08,8,6
5508,PCPG,TCGA-RW-A67W-01A-11D-A35D-08,9,6
5509,PCPG,TCGA-QR-A70Q-01A-13D-A35D-08,10,6
5510,PCPG,TCGA-SR-A6MU-01A-11D-A35I-08,1,6
5511,PCPG,TCGA-RW-A681-01A-11D-A35D-08,2,6
5512,PCPG,TCGA-W2-A7HE-01A-11D-A35I-08,3,6
5513,PCPG,TCGA-SR-A6N0-01A-11D-A35I-08,4,6
5514,PCPG,TCGA-RT-A6Y9-01A-12D-A35D-08,5,6
5516,PCPG,TCGA-S7-A7WW-01A-11D-A35I-08,7,6
5517,PCPG,TCGA-SR-A6MP-01A-11D-A35I-08,8,6
5518,PCPG,TCGA-WB-A817-01A-11D-A35I-08,9,6
5519,PCPG,TCGA-WB-A81E-01A-11D-A35I-08,10,6
5520,PCPG,TCGA-P8-A6RX-01A-11D-A35D-08,1,6
5521,PCPG,TCGA-TT-A6YK-01A-11D-A35I-08,2,6
5522,PCPG,TCGA-RW-A680-01A-11D-A35D-08,3,6
5523,PCPG,TCGA-S7-A7WV-01A-11D-A35I-08,4,6
5524,PCPG,TCGA-QR-A70G-01B-11D-A35D-08,5,6
5526,PCPG,TCGA-W2-A7HH-01A-11D-A35I-08,7,6
5527,PCPG,TCGA-QR-A70N-01A-12D-A35D-08,8,6
5528,PCPG,TCGA-WB-A80O-01A-11D-A35I-08,9,6
5529,PCPG,TCGA-QR-A70T-01A-11D-A35D-08,10,6
5530,PCPG,TCGA-QR-A6GO-01A-11D-A35D-08,1,6
5531,PCPG,TCGA-WB-A80N-01A-11D-A35I-08,2,6
5532,PCPG,TCGA-WB-A80K-01A-11D-A35I-08,3,6
5533,PCPG,TCGA-QR-A70H-01A-12D-A35D-08,4,6
5534,PCPG,TCGA-QT-A5XP-01A-11D-A35D-08,5,6
5536,PCPG,TCGA-TT-A6YJ-01A-11D-A35I-08,7,6
5537,PCPG,TCGA-QR-A70E-01A-11D-A35D-08,8,6
5538,PCPG,TCGA-SP-A6QH-01A-21D-A35I-08,9,6
5539,PCPG,TCGA-SR-A6MS-01A-11D-A35I-08,10,6
5540,PCPG,TCGA-QR-A7IN-01A-11D-A35D-08,1,6
5541,PCPG,TCGA-WB-A80L-01A-11D-A35I-08,2,6
5542,PCPG,TCGA-QR-A6ZZ-01A-11D-A35D-08,3,6
5543,PCPG,TCGA-SR-A6MX-01A-11D-A35I-08,4,6
5544,PCPG,TCGA-WB-A81W-01A-11D-A35I-08,5,6
5546,PCPG,TCGA-S7-A7WU-01A-11D-A35I-08,7,6
5547,PCPG,TCGA-W2-A7HD-01A-11D-A35I-08,8,6
5548,PCPG,TCGA-SR-A6MQ-01A-11D-A35I-08,9,6
5549,PCPG,TCGA-SR-A6MV-01A-11D-A35I-08,10,6
5550,PCPG,TCGA-QR-A705-01A-11D-A35D-08,1,6
5551,PRAD,TCGA-KC-A7F3-01A-21D-A33T-08,2,6
5552,PRAD,TCGA-V1-A9O7-01A-21D-A41K-08,3,6
5553,PRAD,TCGA-G9-6377-01A-11D-1961-08,4,6
5554,PRAD,TCGA-V1-A9ZG-01A-11D-A41K-08,5,6
5556,PRAD,TCGA-EJ-8470-01A-11D-2395-08,7,6
5557,PRAD,TCGA-ZG-A9LS-01A-12D-A41K-08,8,6
5558,PRAD,TCGA-KK-A8I7-01A-21D-A364-08,9,6
5559,PRAD,TCGA-ZG-A9LN-01A-11D-A41K-08,10,6
5560,PRAD,TCGA-KK-A8IA-01A-11D-A364-08,1,6
5561,PRAD,TCGA-EJ-A46F-01A-31D-A257-08,2,6
5562,PRAD,TCGA-H9-A6BX-01A-31D-A30X-08,3,6
5563,PRAD,TCGA-CH-5753-01A-11D-1576-08,4,6
5564,PRAD,TCGA-V1-A9ZR-01A-11D-A41K-08,5,6
5566,PRAD,TCGA-HC-7820-01A-11D-2114-08,7,6
5567,PRAD,TCGA-WW-A8ZI-01A-11D-A377-08,8,6
5568,PRAD,TCGA-HC-A4ZV-01A-11D-A26M-08,9,6
5569,PRAD,TCGA-G9-6498-01A-12D-A30X-08,10,6
5570,PRAD,TCGA-EJ-5502-01A-01D-1576-08,1,6
5571,PRAD,TCGA-KK-A6E7-01A-11D-A31L-08,2,6
5572,PRAD,TCGA-KK-A7AW-01A-11D-A32B-08,3,6
5573,PRAD,TCGA-HI-7170-01A-11D-2114-08,4,6
5574,PRAD,TCGA-HC-A6HX-01A-11D-A31L-08,5,6
5576,PRAD,TCGA-HC-7818-01A-11D-2114-08,7,6
5577,PRAD,TCGA-EJ-7782-01A-11D-2114-08,8,6
5578,PRAD,TCGA-VP-A87C-01A-11D-A34U-08,9,6
5579,PRAD,TCGA-KC-A7F6-01A-11D-A33T-08,10,6
5580,PRAD,TCGA-ZG-A8QX-01A-11D-A377-08,1,6
5581,PRAD,TCGA-QU-A6IL-01A-11D-A31L-08,2,6
5582,PRAD,TCGA-V1-A8WL-01A-11D-A377-08,3,6
5583,PRAD,TCGA-G9-7509-01A-11D-A41K-08,4,6
5584,PRAD,TCGA-EJ-A65G-01A-21D-A29Q-08,5,6
5586,PRAD,TCGA-XJ-A83G-01A-11D-A34U-08,7,6
5587,PRAD,TCGA-HC-A6AQ-01A-11D-A30E-08,8,6
5588,PRAD,TCGA-J4-A83L-01A-11D-A34U-08,9,6
5589,PRAD,TCGA-EJ-7318-01B-11D-A32B-08,10,6
5590,PRAD,TCGA-V1-A9OX-01A-11D-A41K-08,1,6
5591,PRAD,TCGA-HI-7171-01A-12D-2114-08,2,6
5592,PRAD,TCGA-KC-A4BR-01A-32D-A257-08,3,6
5593,PRAD,TCGA-EJ-5542-01A-01D-1576-08,4,6
5594,PRAD,TCGA-CH-5764-01A-21D-1576-08,5,6
5596,PRAD,TCGA-G9-6494-01A-11D-1786-08,7,6
5597,PRAD,TCGA-HC-8216-01A-11D-A29Q-08,8,6
5598,PRAD,TCGA-EJ-7793-01A-31D-2260-08,9,6
5599,PRAD,TCGA-2A-A8VO-01A-11D-A377-08,10,6
5600,PRAD,TCGA-J9-A8CP-01A-11D-A34U-08,1,6
5601,PRAD,TCGA-VP-A87H-01A-11D-A34U-08,2,6
5602,PRAD,TCGA-CH-5752-01A-11D-1576-08,3,6
5603,PRAD,TCGA-KK-A5A1-01A-11D-A29Q-08,4,6
5604,PRAD,TCGA-HC-7817-01B-11D-A29Q-08,5,6
5606,PRAD,TCGA-V1-A9OH-01A-11D-A41K-08,7,6
5607,PRAD,TCGA-CH-5788-01A-11D-1576-08,8,6
5608,PRAD,TCGA-HC-A48F-01A-11D-A257-08,9,6
5609,PRAD,TCGA-M7-A722-01A-12D-A364-08,10,6
5610,PRAD,TCGA-M7-A723-01A-12D-A32B-08,1,6
5611,PRAD,TCGA-CH-5789-01A-11D-1576-08,2,6
5612,PRAD,TCGA-EJ-7321-01A-31D-2260-08,3,6
5613,PRAD,TCGA-QU-A6IN-01A-11D-A31L-08,4,6
5614,PRAD,TCGA-HC-7210-01A-11D-2114-08,5,6
5616,PRAD,TCGA-G9-6342-01A-11D-1961-08,7,6
5617,PRAD,TCGA-EJ-8474-01A-11D-2395-08,8,6
5618,PRAD,TCGA-M7-A724-01A-12D-A32B-08,9,6
5619,PRAD,TCGA-KK-A7B4-01A-11D-A32B-08,10,6
5620,PRAD,TCGA-KK-A6E6-01A-11D-A30X-08,1,6
5621,PRAD,TCGA-YL-A8HM-01A-11D-A364-08,2,6
5622,PRAD,TCGA-Y6-A9XI-01A-11D-A41K-08,3,6
5623,PRAD,TCGA-EJ-5497-01A-02D-1576-08,4,6
5624,PRAD,TCGA-CH-5794-01A-11D-1576-08,5,6
5626,PRAD,TCGA-EJ-5505-01A-01D-1576-08,7,6
5627,PRAD,TCGA-KK-A8IC-01A-11D-A364-08,8,6
5628,PRAD,TCGA-VP-A875-01A-31D-A34U-08,9,6
5629,PRAD,TCGA-G9-6369-01A-21D-1961-08,10,6
5630,PRAD,TCGA-YL-A8SK-01B-21D-A377-08,1,6
5631,PRAD,TCGA-V1-A8MJ-01A-11D-A364-08,2,6
5632,PRAD,TCGA-HC-7738-01A-11D-2114-08,3,6
5633,PRAD,TCGA-HC-8257-01A-11D-2260-08,4,6
5634,PRAD,TCGA-KK-A7AP-01A-12D-A33T-08,5,6
5636,PRAD,TCGA-J4-A67N-01A-11D-A30E-08,7,6
5637,PRAD,TCGA-CH-5765-01A-11D-1576-08,8,6
5638,PRAD,TCGA-KC-A7FE-01A-12D-A33T-08,9,6
5639,PRAD,TCGA-EJ-5509-01A-01D-1576-08,10,6
5640,PRAD,TCGA-EJ-A65J-01A-11D-A30X-08,1,6
5641,PRAD,TCGA-HC-8264-01B-11D-2395-08,2,6
5642,PRAD,TCGA-EJ-5532-01A-01D-1576-08,3,6
5643,PRAD,TCGA-ZG-A9L2-01A-31D-A41K-08,4,6
5644,PRAD,TCGA-G9-6333-01A-12D-1961-08,5,6
5646,PRAD,TCGA-XK-AAJR-01A-11D-A41K-08,7,6
5647,PRAD,TCGA-VP-A87E-01A-31D-A34U-08,8,6
5648,PRAD,TCGA-J4-A67M-01A-11D-A30E-08,9,6
5649,PRAD,TCGA-CH-5769-01A-11D-1576-08,10,6
5650,PRAD,TCGA-YL-A9WK-01A-11D-A377-08,1,6
5651,PRAD,TCGA-EJ-7125-01A-11D-1961-08,2,6
5652,PRAD,TCGA-G9-6354-01A-11D-A30X-08,3,6
5653,PRAD,TCGA-VN-A88L-01A-11D-A34U-08,4,6
5654,PRAD,TCGA-HC-8259-01A-11D-2260-08,5,6
5656,PRAD,TCGA-EJ-A7NM-01A-21D-A33T-08,7,6
5657,PRAD,TCGA-G9-6499-01A-12D-1961-08,8,6
5658,PRAD,TCGA-G9-A9S0-01A-11D-A41K-08,9,6
5659,PRAD,TCGA-KK-A8IM-01A-11D-A364-08,10,6
5660,PRAD,TCGA-YL-A8SI-01A-11D-A41K-08,1,6
5661,PRAD,TCGA-J4-A6G3-01A-11D-A30X-08,2,6
5662,PRAD,TCGA-KK-A7AZ-01A-12D-A32B-08,3,6
5663,PRAD,TCGA-ZG-A8QZ-01A-11D-A377-08,4,6
5664,PRAD,TCGA-YL-A8SF-01A-11D-A377-08,5,6
5666,PRAD,TCGA-VN-A88P-01A-11D-A34U-08,7,6
5667,PRAD,TCGA-J4-A6G1-01A-11D-A30X-08,8,6
5668,PRAD,TCGA-VP-A872-01A-11D-A34U-08,9,6
5669,PRAD,TCGA-KK-A6E0-01A-11D-A30X-08,10,6
5670,PRAD,TCGA-J9-A52E-01A-11D-A26M-08,1,6
5671,PRAD,TCGA-2A-AAYO-01A-11D-A41K-08,2,6
5672,PRAD,TCGA-EJ-5495-01A-01D-1576-08,3,6
5673,PRAD,TCGA-2A-A8VX-01A-11D-A377-08,4,6
5674,PRAD,TCGA-2A-A8W1-01A-11D-A377-08,5,6
5676,PRAD,TCGA-ZG-A9LM-01A-11D-A41K-08,7,6
5677,PRAD,TCGA-YL-A8SJ-01B-11D-A377-08,8,6
5678,PRAD,TCGA-HC-7748-01A-11D-2114-08,9,6
5679,PRAD,TCGA-G9-6329-01A-13D-1961-08,10,6
5680,PRAD,TCGA-ZG-A9L0-01A-11D-A41K-08,1,6
5681,PRAD,TCGA-J4-8200-01A-11D-A29Q-08,2,6
5682,PRAD,TCGA-YL-A8SH-01B-11D-A377-08,3,6
5683,PRAD,TCGA-2A-AAYF-01A-11D-A41K-08,4,6
5684,PRAD,TCGA-V1-A9Z8-01A-11D-A41K-08,5,6
5686,PRAD,TCGA-V1-A9O9-01A-11D-A41K-08,7,6
5687,PRAD,TCGA-G9-6364-01A-21D-1786-08,8,6
5688,PRAD,TCGA-XK-AAJP-01A-11D-A41K-08,9,6
5689,PRAD,TCGA-YL-A9WL-01A-11D-A41K-08,10,6
5690,PRAD,TCGA-KK-A8IB-01A-11D-A364-08,1,6
5691,PRAD,TCGA-QU-A6IP-01A-11D-A31L-08,2,6
5692,PRAD,TCGA-V1-A8MG-01A-11D-A364-08,3,6
5693,PRAD,TCGA-J4-A67K-01A-21D-A30E-08,4,6
5694,PRAD,TCGA-G9-6332-01A-11D-1786-08,5,6
5696,PRAD,TCGA-HC-8213-01A-11D-A29Q-08,7,6
5697,PRAD,TCGA-V1-A9ZK-01A-11D-A41K-08,8,6
5698,PRAD,TCGA-V1-A9Z7-01A-11D-A41K-08,9,6
5699,PRAD,TCGA-TP-A8TT-01A-12D-A41K-08,10,6
5700,PRAD,TCGA-KK-A6E2-01A-11D-A30X-08,1,6
5701,PRAD,TCGA-G9-6371-01A-11D-1786-08,2,6
5702,PRAD,TCGA-KK-A7AY-01A-11D-A33T-08,3,6
5703,PRAD,TCGA-KK-A6E4-01A-11D-A30E-08,4,6
5704,PRAD,TCGA-ZG-A9L4-01A-11D-A41K-08,5,6
5706,PRAD,TCGA-HC-8258-01A-11D-2260-08,7,6
5707,PRAD,TCGA-CH-5771-01A-21D-1576-08,8,6
5708,PRAD,TCGA-HC-A9TE-01A-11D-A41K-08,9,6
5709,PRAD,TCGA-CH-5768-01A-11D-1576-08,10,6
5710,PRAD,TCGA-VP-A87J-01A-11D-A34U-08,1,6
5711,PRAD,TCGA-KC-A4BV-01A-31D-A26M-08,2,6
5712,PRAD,TCGA-CH-5737-01A-11D-1576-08,3,6
5713,PRAD,TCGA-HC-7231-01A-11D-2114-08,4,6
5714,PRAD,TCGA-YL-A8HO-01A-11D-A364-08,5,6
5716,PRAD,TCGA-KK-A8IJ-01A-11D-A34U-08,7,6
5717,PRAD,TCGA-J4-AAU2-01A-11D-A41K-08,8,6
5718,PRAD,TCGA-ZG-A9L6-01A-11D-A41K-08,9,6
5719,PRAD,TCGA-J4-A83N-01A-11D-A34U-08,10,6
5720,PRAD,TCGA-HC-7230-01A-11D-2114-08,1,6
5721,PRAD,TCGA-KK-A8IG-01A-11D-A364-08,2,6
5722,PRAD,TCGA-J9-A52D-01A-11D-A29Q-08,3,6
5723,PRAD,TCGA-CH-5766-01A-11D-1576-08,4,6
5724,PRAD,TCGA-EJ-A65B-01A-12D-A30E-08,5,6
5726,PRAD,TCGA-G9-6361-01A-21D-1961-08,7,6
5727,PRAD,TCGA-CH-5761-01A-11D-1576-08,8,6
5728,PRAD,TCGA-XJ-A83H-01A-11D-A34U-08,9,6
5729,PRAD,TCGA-EJ-7315-01A-31D-2114-08,10,6
5730,PRAD,TCGA-YJ-A8SW-01A-11D-A377-08,1,6
5731,PRAD,TCGA-V1-A8WV-01A-11D-A377-08,2,6
5732,PRAD,TCGA-V1-A8MU-01A-11D-A377-08,3,6
5733,PRAD,TCGA-V1-A8ML-01A-11D-A377-08,4,6
5734,PRAD,TCGA-EJ-7314-01A-31D-2114-08,5,6
5736,PRAD,TCGA-V1-A8MK-01A-11D-A364-08,7,6
5737,PRAD,TCGA-ZG-A8QY-01A-11D-A377-08,8,6
5738,PRAD,TCGA-EJ-5518-01A-01D-1576-08,9,6
5739,PRAD,TCGA-CH-5746-01A-11D-1576-08,10,6
5740,PRAD,TCGA-V1-A9ZI-01A-11D-A41K-08,1,6
5741,PRAD,TCGA-KK-A6E5-01A-11D-A30X-08,2,6
5742,PRAD,TCGA-G9-7523-01A-11D-2260-08,3,6
5743,PRAD,TCGA-HC-7081-01A-11D-1961-08,4,6
5744,PRAD,TCGA-CH-5772-01A-11D-1576-08,5,6
5746,PRAD,TCGA-EJ-A7NJ-01A-22D-A34U-08,7,6
5747,PRAD,TCGA-EJ-5496-01A-01D-1576-08,8,6
5748,PRAD,TCGA-VN-A88K-01A-11D-A34U-08,9,6
5749,PRAD,TCGA-EJ-5517-01A-01D-1576-08,10,6
5750,PRAD,TCGA-XJ-A83F-01A-11D-A34U-08,1,6
5751,PRAD,TCGA-G9-6338-01A-12D-1961-08,2,6
5752,PRAD,TCGA-EJ-5498-01A-01D-1576-08,3,6
5753,PRAD,TCGA-EJ-A46G-01A-31D-A26M-08,4,6
5754,PRAD,TCGA-EJ-A7NK-01A-12D-A34U-08,5,6
5756,PRAD,TCGA-HC-7819-01A-11D-2114-08,7,6
5757,PRAD,TCGA-EJ-7786-01A-11D-2114-08,8,6
5758,PRAD,TCGA-KC-A7FA-01A-21D-A33T-08,9,6
5759,PRAD,TCGA-EJ-A46I-01A-12D-A26M-08,10,6
5760,PRAD,TCGA-KC-A4BO-01A-61D-A257-08,1,6
5761,PRAD,TCGA-YL-A8HL-01A-11D-A364-08,2,6
5762,PRAD,TCGA-HC-7744-01A-11D-2114-08,3,6
5763,PRAD,TCGA-XJ-A9DQ-01A-11D-A377-08,4,6
5764,PRAD,TCGA-EJ-A65F-01A-21D-A30X-08,5,6
5766,PRAD,TCGA-EJ-A8FO-01A-21D-A364-08,7,6
5767,PRAD,TCGA-CH-5751-01A-11D-1576-08,8,6
5768,PRAD,TCGA-V1-A8WW-01A-11D-A377-08,9,6
5769,PRAD,TCGA-EJ-A65E-01A-11D-A29Q-08,10,6
5770,PRAD,TCGA-VP-A876-01A-11D-A34U-08,1,6
5771,PRAD,TCGA-EJ-5526-01A-01D-1576-08,2,6
5772,PRAD,TCGA-ZG-A9LU-01A-11D-A41K-08,3,6
5773,PRAD,TCGA-KK-A8I6-01A-11D-A364-08,4,6
5774,PRAD,TCGA-HC-A76W-01A-11D-A33T-08,5,6
5776,PRAD,TCGA-KK-A59Y-01A-11D-A26M-08,7,6
5777,PRAD,TCGA-J9-A8CN-01A-11D-A34U-08,8,6
5778,PRAD,TCGA-VP-A87D-01A-11D-A34U-08,9,6
5779,PRAD,TCGA-HC-7747-01A-11D-2114-08,10,6
5780,PRAD,TCGA-G9-7519-01A-11D-2260-08,1,6
5781,PRAD,TCGA-J4-A83K-01A-11D-A34U-08,2,6
5782,PRAD,TCGA-J4-AATZ-01A-11D-A41K-08,3,6
5783,PRAD,TCGA-HC-7749-01A-11D-2114-08,4,6
5784,PRAD,TCGA-M7-A725-01A-12D-A32B-08,5,6
5786,PRAD,TCGA-G9-6362-01A-11D-1786-08,7,6
5787,PRAD,TCGA-EJ-A6RC-01A-11D-A32B-08,8,6
5788,PRAD,TCGA-G9-A9S4-01A-11D-A41K-08,9,6
5789,PRAD,TCGA-EJ-5516-01A-01D-1576-08,10,6
5790,PRAD,TCGA-V1-A8MF-01A-11D-A364-08,1,6
5791,PRAD,TCGA-TP-A8TV-01A-11D-A41K-08,2,6
5792,PRAD,TCGA-HC-7742-01A-11D-2114-08,3,6
5793,PRAD,TCGA-QU-A6IM-01A-11D-A31L-08,4,6
5794,PRAD,TCGA-V1-A9OQ-01A-11D-A41K-08,5,6
5796,PRAD,TCGA-YL-A8SL-01B-21D-A377-08,7,6
5797,PRAD,TCGA-EJ-7115-01A-11D-2114-08,8,6
5798,PRAD,TCGA-EJ-7794-01A-11D-2114-08,9,6
5799,PRAD,TCGA-J9-A52B-01A-11D-A26M-08,10,6
5800,PRAD,TCGA-2A-AAYU-01A-11D-A41K-08,1,6
5801,PRAD,TCGA-KK-A8ID-01A-11D-A364-08,2,6
5802,PRAD,TCGA-HC-7233-01A-11D-2114-08,3,6
5803,PRAD,TCGA-HC-A8CY-01A-11D-A364-08,4,6
5804,PRAD,TCGA-KK-A8IK-01A-11D-A364-08,5,6
5806,PRAD,TCGA-EJ-A46H-01A-31D-A26M-08,7,6
5807,PRAD,TCGA-ZG-A9L9-01A-11D-A41K-08,8,6
5808,PRAD,TCGA-KK-A6DY-01A-12D-A30X-08,9,6
5809,PRAD,TCGA-KK-A6E8-01A-11D-A31L-08,10,6
5810,PRAD,TCGA-FC-A66V-01A-21D-A30E-08,1,6
5811,PRAD,TCGA-HC-7075-01A-11D-1961-08,2,6
5812,PRAD,TCGA-CH-5745-01A-11D-1576-08,3,6
5813,PRAD,TCGA-G9-6496-01A-11D-1786-08,4,6
5814,PRAD,TCGA-2A-A8VT-01A-11D-A377-08,5,6
5816,PRAD,TCGA-EJ-A7NH-01A-12D-A33T-08,7,6
5817,PRAD,TCGA-G9-6384-01A-11D-1786-08,8,6
5818,PRAD,TCGA-J4-A67L-01A-11D-A30E-08,9,6
5819,PRAD,TCGA-ZG-A9NI-01A-11D-A41K-08,10,6
5820,PRAD,TCGA-EJ-5494-01A-01D-1576-08,1,6
5821,PRAD,TCGA-EJ-7797-01A-11D-2260-08,2,6
5822,PRAD,TCGA-EJ-7327-01A-11D-2114-08,3,6
5823,PRAD,TCGA-KK-A8IL-01A-11D-A364-08,4,6
5824,PRAD,TCGA-4L-AA1F-01A-11D-A41K-08,5,6
5826,PRAD,TCGA-J4-8198-01A-11D-2260-08,7,6
